timestamp,f1_score,accuracy,precision,recall,roc_auc
2025-04-05T23:17:17.628292,0.7499999999999999,0.6,0.6,1.0,0.5
2025-04-05T23:17:50.996042,0.7499999999999999,0.6,0.6,1.0,0.5
2025-04-05T23:19:20.373414,0.7499999999999999,0.6,0.6,1.0,0.5
2025-04-05T23:24:50.391403,0.5714285714285715,0.4,0.4,1.0,0.5
2025-04-05T23:25:19.156881,0.5714285714285715,0.4,0.4,1.0,0.5
